Word,Frequency,CEFR Level,Examples
och,26020,A1,
vara,23017,A1,e.g. var så god!
i,19273,A1,
ha,15983,A1,
dess,15936,A1,
det,14582,A1,
en,14511,A1,
som,12735,A1,
på,12591,A1,
å,12463,A1,e.g. å ena sidan…å andra sidan
av,11540,A1,
för,11409,A1,
att,11272,A1,
kunna,11119,A1,
skola,10411,A1,"(vanligast ska/skall, skulle)"
jag,9391,A1,
inte,9074,A1,
med,8791,A1,
till,8663,A1,
liten,8655,A1,
den,6896,A1,
ett,6314,A1,
unna,5559,A1,e.g. unna sig
om,5278,A1,
vi,4724,A1,
men,4546,A1,
man,4446,A1,
de,4437,A1,
få,4060,A1,
så,4005,A1,
som,3762,A1,
sig,3469,A1,
han,3381,A1,
de,3346,A1,
bli,3293,A1,
komma,3225,A1,e.g. komma fram/ihåg/in/ner/tillbaka/ut/överens
det,3221,A1,
sin,3217,A1,
eller,3139,A1,
från,3117,A1,
mycket,3112,A1,
vilja,3005,A1,
all,2975,A1,
göra,2942,A1,e.g. göra om/upp
om,2630,A1,
annan,2624,A1,
du,2581,A1,
någon,2566,A1,
finna,2465,A1,
ta,2452,A1,e.g. ta av/bort/med/upp/ut
när,2387,A1,
se,2253,A1,"e.g. se efter/upp/ut, se sig om"
måste,2215,A1,
detta,2201,A1,
stor,2047,A1,
nu,2033,A1,
gå,2001,A1,e.g. gå bort/fram/in/iväg/ner/omkring/runt/till/upp/ut/över
säga,1998,A1,e.g. säga upp sig
den,1981,A1,
vad,1911,A1,
år,1887,A1,
äga,1868,A1,e.g. äga rum
under,1852,A1,
betyda,1812,A1,
också,1797,A1,
där,1791,A1,
då,1789,A1,
min,1757,A1,
böra,1743,A1,"(vanligast bör, borde)"
hur,1690,A1,
mig,1623,A1,
mot,1592,A1,
bara,1582,A1,
vilken,1513,A1,
ut,1482,A1,
ny,1446,A1,
vid,1439,A1,
än,1429,A1,
bra,1428,A1,
ingen,1351,A1,
dem,1341,A1,
efter,1324,A1,
upp,1322,A1,
hon,1292,A1,
lite,1288,A1,
denna,1280,A1,
in,1275,A1,
mycket,1272,A1,
över,1267,A1,
ge,1209,A1,"e.g. ge upp/ut, ge sig, ge sig av"
vår,1207,A1,
del,1202,A1,
här,1195,A1,
även,1192,A1,
skriva,1141,A1,e.g. skriva in/under/upp/ut
tid,1128,A1,
ju,1120,A1,
sedan,1115,A1,
te sig,1115,A1,
riva,1088,A1,
börja,1039,A1,
hel,1035,A1,
dag,1034,A1,e.g. god dag
själv,1033,A1,
människa,1030,A1,
land,949,A1,
svensk,949,A1,
fråga,939,A1,
oss,934,A1,
tro,928,A1,
el,926,A1,
tycka,925,A1,"e.g. tycka om, tycka synd om"
kommentar,925,A1,
veta,894,A1,
idag,865,A1,
försöka,860,A1,
behöva,858,A1,
samma,844,A1,
mellan,842,A1,
känna,840,A1,e.g. känna igen
läsa,823,A1,e.g. läsa igenom
ro,816,A1,
kanske,810,A1,
lik,808,A1,
låta,807,A1,
olik,790,A1,
sådan,789,A1,
sätt,785,A1,
hans,775,A1,
din,772,A1,
gång,763,A1,e.g. på en gång
stå,762,A1,
inom,758,A1,
visa,757,A1,e.g. visa sig
använda,749,A1,"e.g. använda ngt, använda sig av"
vända,749,A1,e.g. vända sig
hålla,739,A1,e.g. hålla ut
genom,734,A1,
helt,722,A1,e.g. helt och hållet
fler,718,A1,
utan,708,A1,
väl,706,A1,
barn,700,A1,
enligt,680,A1,
tänka,667,A1,e.g. tänka igenom
ni,665,A1,
viktig,662,A1,
ring,659,A1,
eftersom,652,A1,
liv,625,A1,
deras,624,A1,
värld,618,A1,
viss,615,A1,
dock,615,A1,
egen,612,A1,
folk,607,A1,
regering,603,A1,
fram,601,A1,
honom,598,A1,
söka,596,A1,
dig,591,A1,
utan,587,A1,
sak,582,A1,
hög,578,A1,
länge,569,A1,
person,568,A1,
ligga,567,A1,
son,561,A1,
både,555,A1,e.g. både…och
just,546,A1,
lägga,545,A1,"e.g. lägga fram/in/på/till/ut, lägga sig"
antal,543,A1,
redan,534,A1,
kvinna,521,A1,
problem,521,A1,
fall,520,A1,
man,520,A1,
aldrig,512,A1,
ofta,502,A1,
varje,502,A1,
artikel,501,A1,
anse,501,A1,
öva,496,A1,
lag,490,A1,
slag,488,A1,
tal,486,A1,
åt,485,A1,
nog,483,A1,
bok,479,A1,
varför,476,A1,
handla,475,A1,
gammal,470,A1,
bild,469,A1,
sida,466,A1,
så,465,A1,
öka,463,A1,
därför,462,A1,
sen,459,A1,
god,454,A1,
hos,453,A1,
alltid,447,A1,
skapa,446,A1,
arbete,442,A1,
kapa,436,A1,
samt,435,A1,
blogg,431,A1,
innan,430,A1,
som,429,A1,
ur,427,A1,
gälla,427,A1,
verka,424,A1,
tala,423,A1,e.g. tala om 
bära,422,A1,
för,421,A1,
väg,421,A1,
samhälle,420,A1,
alltså,419,A1,
stat,416,A1,
stad,414,A1,e.g. i stan
höra,413,A1,
innebära,413,A1,
genom att,412,A1,
företag,412,A1,
möjlighet,411,A1,
ord,410,A1,
politisk,409,A1,
välja,404,A1,
er,404,A1,
förstå,403,A1,
inlägg,403,A1,
ägg,403,A1,
te,402,A1,
spela,402,A1,e.g. spela in/upp
så att,400,A1,
lika,394,A1,
hitta,391,A1,e.g. hitta på
tag,390,A1,e.g. gripa tag i
dra,390,A1,"e.g. dra av/in/ner/ut, dra nytta"
leda,389,A1,
gärna,387,A1,
ändå,386,A1,
förslag,385,A1,
lyckas,384,A1,
dessutom,381,A1,
område,381,A1,
lag,381,A1,
svår,380,A1,
lära,377,A1,
sätta,375,A1,e.g. sätta in/på
plats,374,A1,
lång,372,A1,
lämna,370,A1,e.g. lämna in/tillbaka/över
bygga,368,A1,
politik,367,A1,
tidigare,367,A1,
kalla,366,A1,
peng,365,A1,
väldigt,364,A1,
leva,364,A1,
ställa,361,A1,e.g. ställa in/upp/ut
följa,360,A1,
vecka,358,A1,
ja,353,A1,
ske,352,A1,
parti,348,A1,
kräva,348,A1,
utveckling,342,A1,
faktiskt,341,A1,
ena,340,A1,
svara,340,A1,
ner,340,A1,
fortsätta,337,A1,
skola,335,A1,
bruka,334,A1,
mål,332,A1,
par,332,A1,
sent,330,A1,
ekonomisk,328,A1,
kl.,326,A1,e.g. klockan 20.00
dålig,324,A1,
namn,323,A1,
igen,322,A1,
verkligen,322,A1,
mena,320,A1,
fortfarande,319,A1,
grupp,316,A1,
beslut,316,A1,
även om,315,A1,
enda,315,A1,
bort,314,A1,
slå,313,A1,e.g. slå ihop/in/ner/upp
möjlig,311,A1,
många,310,A1,
hända,308,A1,
ämna,308,A1,e.g. ämna göra ngt
endast,302,A1,
miljon,302,A1,
vidare,298,A1,
ganska,295,A1,
svar,292,A1,
varenda,291,A1,
istället,291,A1,
först,290,A1,
arbeta,290,A1,
heller,289,A1,
riktigt,289,A1,
hand,289,A1,"e.g. på egen hand, ta hand om"
uppgift,288,A1,
fungera,287,A1,
beta,287,A1,
köpa,284,A1,
nästan,284,A1,
bra,284,A1,
bland,282,A1,
december,281,A1,
sitta,280,A1,
precis,277,A1,
hennes,276,A1,
åta sig,275,A1,
bland annat,275,A1,
krig,275,A1,
till exempel,275,A1,
tillsammans,275,A1,
henne,273,A1,
intressant,272,A1,
val,270,A1,
kyrka,268,A1,
egentligen,267,A1,
inför,267,A1,
historia,267,A1,
jobb,267,A1,
berätta,266,A1,
vanlig,266,A1,
rätta,265,A1,
januari,264,A1,
information,264,A1,
flest,263,A1,e.g. de flesta
ung,261,A1,
en,260,A1,
tillbaka,260,A1,
film,259,A1,
ibland,259,A1,
medan,257,A1,
slut,257,A1,
massa,256,A1,
tanke,252,A1,
akt,251,A1,
procent,251,A1,
månad,251,A1,
sista,250,A1,
ätt,250,A1,
sluta,249,A1,
verksamhet,249,A1,
rätt,249,A1,
samtidigt,248,A1,
emot,247,A1,
stöd,244,A1,
familj,244,A1,
vem,243,A1,
åka,243,A1,
betala,242,A1,
kommun,242,A1,
resultat,242,A1,
utveckla,242,A1,
föra,240,A1,
hjälpa,239,A1,
nästa,238,A1,
nära,238,A1,
nej,238,A1,
text,235,A1,
exempel,232,A1,
särskilt,232,A1,
debatt,232,A1,
när det gäller,230,A1,
på grund av,229,A1,
situation,229,A1,
europeisk,229,A1,
form,228,A1,
orm,228,A1,
råd,228,A1,
november,228,A1,
makt,228,A1,
social,227,A1,
vinna,227,A1,
kvar,226,A1,
system,226,A1,
vänta,226,A1,
tidig,225,A1,
åtgärd,224,A1,
krav,224,A1,
skillnad,224,A1,e.g. till skillnad från/mot
riksdag,223,A1,e.g. riksdagen
internationell,223,A1,
nationell,223,A1,
jobba,222,A1,
klara,218,A1,"e.g. klara av, klara sig"
typ,218,A1,
kring,217,A1,
båda,217,A1,
cirka,217,A1,
tur,217,A1,
polis,216,A1,
medium,216,A1,
låg,214,A1,
varandra,214,A1,
mun,214,A1,
ansvar,213,A1,
roll,213,A1,
regel,212,A1,
oktober,212,A1,
prata,211,A1,
organisation,211,A1,
medlem,211,A1,
fråga,210,A1,
anmäla,210,A1,e.g. anmäla sig
nå,210,A1,
bo,209,A1,
krona,208,A1,
stämma,207,A1,
rättighet,207,A1,
sedan,207,A1,
bakom,207,A1,
efter att,207,A1,
därmed,207,A1,
med,207,A1,
hus,207,A1,
vän,206,A1,
dela,205,A1,e.g. dela ut
februari,205,A1,
kort,205,A1,
grund,204,A1,
runt,204,A1,
framtid,203,A1,
köra,203,A1,
etikett,202,A1,
fri,202,A1,
behov,202,A1,
timme,201,A1,
september,201,A1,
hoppas,201,A1,
ensam,201,A1,
snart,200,A1,
rätt,199,A1,
förklara,198,A1,
ledning,198,A1,
intresse,197,A1,
tvinga,197,A1,
påverka,196,A1,
anledning,196,A1,
titta,196,A1,e.g. titta in/på
minska,195,A1,
i alla fall,195,A1,
däremot,195,A1,
direkt,195,A1,
ekonomi,194,A1,
bestämma,193,A1,e.g. bestämma sig
skicka,193,A1,e.g. skicka tillbaka/ut
trots,192,A1,e.g. trots ngt
åsikt,192,A1,
diskussion,192,A1,
rad,192,A1,
faktum,192,A1,
tidning,192,A1,
mening,191,A1,
utanför,191,A1,
rätt,190,A1,
gemensam,189,A1,
klar,188,A1,
juni,187,A1,
is,187,A1,
bil,186,A1,
myndighet,186,A1,
nummer,186,A1,
allmän,185,A1,
musik,185,A1,
ändra,185,A1,
träffa,185,A1,
ihop,184,A1,
diskutera,184,A1,
driva,183,A1,e.g. driva på
sälja,183,A1,
sakna,183,A1,
program,182,A1,
ifrån,181,A1,
länka,179,A1,
kunskap,179,A1,
snabbt,179,A1,
maj,178,A1,
amerikansk,178,A1,
tyda,177,A1,
början,177,A1,
naturligtvis,176,A1,
skäl,176,A1,
fin,175,A1,
genomföra,175,A1,
liksom,175,A1,
via,174,A1,
före,174,A1,
dom,174,A1,
risk,173,A1,
enkel,173,A1,
alls,173,A1,
pris,173,A1,
räkna,173,A1,e.g. räkna upp
beskriva,172,A1,
hem,172,A1,
möta,172,A1,
såsom,172,A1,
idé,172,A1,
gram,172,A1,
förra,171,A1,
tjänst,171,A1,
heta,170,A1,
kultur,170,A1,
äta,170,A1,
syfte,169,A1,
princip,168,A1,
flytta,168,A1,
ute,168,A1,
utgöra,168,A1,
politiker,167,A1,
lätt,167,A1,
förälder,167,A1,
marknad,166,A1,
nämligen,166,A1,
tydlig,166,A1,
utbildning,166,A1,
röra,166,A1,e.g. röra sig
nivå,166,A1,
april,165,A1,
mängd,165,A1,
betydelse,165,A1,
kristen,165,A1,
dö,164,A1,
mars,164,A1,
allt,164,A1,
kväll,164,A1,e.g. god kväll
bildning,164,A1,
länk,164,A1,
växa,163,A1,e.g. växa upp
per,162,A1,
offentlig,162,A1,
såväl,162,A1,
våga,162,A1,
vatten,161,A1,
håll,161,A1,
mänsklig,161,A1,
demokrati,161,A1,
fatta,160,A1,
jord,160,A1,
känsla,159,A1,
förändring,159,A1,
nämna,159,A1,
tyvärr,159,A1,
enskild,159,A1,
rätt,159,A1,
be,159,A1,
punkt,159,A1,
ändring,159,A1,
mission,158,A1,
igår,158,A1,
kommission,157,A1,
ort,157,A1,
anta,157,A1,
trots att,156,A1,
spel,156,A1,
språk,156,A1,
föreslå,156,A1,
igenom,155,A1,
undra,154,A1,
eget,154,A1,
möte,154,A1,
mat,154,A1,
gräns,154,A1,
lyssna,153,A1,
delta,153,A1,e.g. delta i
samarbete,153,A1,
annars,153,A1,
falla,153,A1,e.g. falla ner/på/ut
nära,152,A1,
rum,152,A1,
ungefär,152,A1,
starta,152,A1,
inse,152,A1,
internet,151,A1,e.g. Internet
hov,151,A1,
öppen,151,A1,
bidra,151,A1,
död,151,A1,
luta,150,A1,e.g. luta sig
öga,150,A1,
säkert,149,A1,
ämne,149,A1,
få,149,A1,
augusti,149,A1,
socialdemokrat,148,A1,
projekt,148,A1,
övrig,148,A1,
dels,148,A1,e.g. dels…dels
framför allt,147,A1,
positiv,147,A1,
rolig,147,A1,
port,147,A1,
bero,147,A1,e.g. bero på
kropp,146,A1,
minnas,145,A1,
handling,145,A1,
rösta,145,A1,
riktig,145,A1,
rapport,145,A1,
lösning,145,A1,
personlig,144,A1,
kommentera,143,A1,
som att,143,A1,
gilla,142,A1,
bryta,142,A1,"e.g. bryta mot, bryta sönder, bryta ut"
hjälp,142,A1,
juli,142,A1,
innehålla,141,A1,
tillfälle,141,A1,
inte ens,141,A1,
forskning,140,A1,
kraft,140,A1,
helt enkelt,140,A1,
brott,140,A1,
exempelvis,140,A1,
röst,140,A1,
bjuda,140,A1,e.g. bjuda på
till och med,140,A1,
hävda,140,A1,
hamna,139,A1,e.g. hamna i/på
effekt,139,A1,
enhet,138,A1,
det vill säga,138,A1,
kontakt,138,A1,
takt,138,A1,
värde,138,A1,
förutsättning,138,A1,
sats,138,A1,
medlemsstat,138,A1,
hinna,137,A1,e.g. hinna upp
sanning,137,A1,
religion,137,A1,
källa,136,A1,
må,136,A1,
kostnad,136,A1,
medborgare,136,A1,
förhållande,136,A1,
far,135,A1,
miljard,135,A1,
ungdom,134,A1,
släppa,134,A1,e.g. släppa in/ut
enbart,134,A1,
drag,134,A1,
verklighet,134,A1,
författare,134,A1,
tillgång,134,A1,
nödvändig,133,A1,
full,133,A1,
frihet,132,A1,
passa,132,A1,
lokal,132,A1,
ytterligare,132,A1,
öppna,132,A1,
införa,130,A1,
ledare,130,A1,
mamma,130,A1,
sammanhang,130,A1,
svensk,130,A1,
hemma,130,A1,
produkt,130,A1,
därefter,129,A1,
efter,129,A1,
match,129,A1,
tro,129,A1,
alldeles,128,A1,
lätt,128,A1,
sann,128,A1,
uppfattning,128,A1,
demokrat,128,A1,
bolag,128,A1,
erfarenhet,128,A1,
kritik,128,A1,
grad,128,A1,
jude,128,A1,
vacker,128,A1,
erbjuda,127,A1,
kamp,127,A1,
period,127,A1,
modern,127,A1,
spelare,127,A1,
elev,127,A1,
utredning,127,A1,
ingå,127,A1,
kung,127,A1,
bestå,126,A1,e.g. bestå av
katt,126,A1,
konstatera,126,A1,
dit,126,A1,
klart,126,A1,
styra,126,A1,
förlora,126,A1,
vit,126,A1,
klocka,126,A1,
påstå,126,A1,
skatt,126,A1,
besluta,125,A1,
befolkning,125,A1,
avse,125,A1,
ro,125,A1,
privat,124,A1,
steg,124,A1,
art,124,A1,
stödja,124,A1,
ond,123,A1,
plan,123,A1,
resa,122,A1,
utom,122,A1,
hund,122,A1,
syn,122,A1,
glömma,122,A1,
avtal,122,A1,
lek,122,A1,
kul,122,A1,
natt,122,A1,e.g. god natt
förändra,121,A1,e.g. förändra sig
ange,121,A1,
någonting,121,A1,
förstås,121,A1,
individ,121,A1,
älska,121,A1,
motion,121,A1,
glad,121,A1,
ned,120,A1,
dator,120,A1,
miljö,120,A1,
ek,120,A1,
åtminstone,120,A1,
presentera,120,A1,e.g. presentera sig
stanna,119,A1,
byta,119,A1,e.g. bryta ut
alternativ,119,A1,
minut,119,A1,
ingenting,119,A1,
uppleva,119,A1,
samla,119,A1,
svart,118,A1,
bakgrund,118,A1,
skott,118,A1,
ö,118,A1,
kärlek,118,A1,
metod,118,A1,
äldre,117,A1,
säker,117,A1,
borgare,117,A1,
gud,117,A1,e.g. Gud
insats,117,A1,
tysk,116,A1,
kontroll,116,A1,
lösa,116,A1,
kolla,116,A1,(vardagligt)
fylla,116,A1,e.g. fylla i/på
bestämmelse,116,A1,
ris,116,A1,
drabba,116,A1,
nät,115,A1,
teknik,115,A1,
resurs,115,A1,
försök,115,A1,
fara,115,A1,
tjäna,115,A1,
argument,115,A1,
behandla,115,A1,
ren,114,A1,
fru,114,A1,
sjuk,113,A1,
istället för,113,A1,
våld,113,A1,
utföra,113,A1,
ställning,113,A1,
främst,113,A1,
räcka,113,A1,e.g. räcka till
bättre,113,A1,
fundera,113,A1,
visst,113,A1,
sommar,112,A1,e.g. i somras
rörelse,112,A1,
kund,112,A1,
villkor,112,A1,
tillbaka,112,A1,
högt,112,A1,
president,112,A1,
emellertid,112,A1,
händelse,111,A1,
uppstå,111,A1,
acceptera,111,A1,
huvud,111,A1,
sök,111,A1,
snabb,111,A1,
så kallad,111,A1,
framför,111,A1,
ande,110,A1,
bilda,110,A1,
orsak,110,A1,
försvinna,110,A1,
fel,110,A1,
innehåll,110,A1,
natur,110,A1,
begrepp,110,A1,
för att,109,A1,
konflikt,109,A1,
tack,109,A1,
djur,109,A1,
chans,108,A1,
samtidigt som,108,A1,
demokratisk,108,A1,
fel,108,A1,
läge,108,A1,
sprida,108,A1,"e.g. sprida sig, sprida ut"
växt,107,A1,
förutom,106,A1,
i samband med,106,A1,
styck,106,A1,e.g. per styck
utskott,106,A1,
muslim,106,A1,
ordning,106,A1,
uppdrag,106,A1,
mark,106,A1,
säkerhet,106,A1,
linje,106,A1,
bank,105,A1,
önska,105,A1,
givetvis,105,A1,
studie,105,A1,
fredag,105,A1,
lärare,105,A1,
statlig,104,A1,
söndag,104,A1,
fel,104,A1,
speciellt,104,A1,
röd,104,A1,
television,104,A1,
hot,104,A1,
verk,104,A1,
publicera,104,A1,
stund,104,A1,
tillhöra,103,A1,
omfatta,103,A1,
material,103,A1,
pelare,103,A1,
hjärta,103,A1,
knappast,103,A1,
befinna,103,A1,e.g. befinna sig; befinnas
part,103,A1,
trevlig,103,A1,
höst,103,A1,e.g. i höstas
skilja,103,A1,e.g. skilja sig (från)
ens,102,A1,"e.g. inte ens ngt/ngn, med ens"
förmåga,102,A1,
döda,102,A1,
stånd,102,A1,
peka,102,A1,e.g. peka ut
bedömning,101,A1,
ringa,101,A1,
betrakta,101,A1,
by,101,A1,
utifrån,101,A1,
brist,101,A1,
hänga,100,A1,e.g. hänga upp
tillräckligt,100,A1,
måndag,100,A1,
aktuell,100,A1,
någonsin,100,A1,
tillåta,100,A1,
universitet,99,A1,
konsekvens,99,A1,
ställe,99,A1,
hård,99,A1,
majoritet,99,A1,
domstol,98,A1,
ordförande,98,A1,
lördag,98,A1,
låt,98,A1,
herr,98,A1,"e.g. vid omtal, e.g. Herr talman"
sekvens,98,A1,
förekomma,98,A1,
stoppa,98,A1,e.g. stoppa in
nyhet,98,A1,
journalist,98,A1,
kris,98,A1,
rycka,97,A1,
trycka,97,A1,
betydligt,97,A1,
kosta,97,A1,
band,97,A1,
numera,97,A1,
tillstånd,97,A1,
värd,97,A1,
igen,97,A1,
imorgon,97,A1,
klass,96,A1,
uttrycka,96,A1,e.g. uttrycka sig
slutsats,96,A1,
global,96,A1,
mitt,96,A1,
stol,96,A1,
ytterligare,95,A1,
effektiv,95,A1,
resa,95,A1,
förbättra,95,A1,
rädda,95,A1,
list,95,A1,
relation,95,A1,
agera,95,A1,
central,95,A1,
flera,94,A1,
undersökning,94,A1,
uppnå,94,A1,
krona,94,A1,
perspektiv,94,A1,
plötsligt,94,A1,
naturlig,94,A1,
ålder,94,A1,
process,94,A1,
uttryck,94,A1,
lista,94,A1,
allra,94,A1,
sökning,94,A1,
ökning,94,A1,
därför att,94,A1,
rysk,94,A1,
jämföra,94,A1,
tills,93,A1,
totalt,93,A1,
hantera,93,A1,
förvänta,93,A1,e.g. förvänta sig
medel,93,A1,
vika,92,A1,
döma,92,A1,
besöka,92,A1,
hem,92,A1,
var,92,A1,
täcka,92,A1,
borgerlig,92,A1,
inleda,92,A1,
helg,92,A1,
undvika,92,A1,
ryck,92,A1,
tryck,92,A1,
tydligen,92,A1,
aktiv,92,A1,
höja,92,A1,
pappa,91,A1,
varken…eller,91,A1,
religiös,91,A1,
råka,91,A1,
verklig,91,A1,
rent,91,A1,
fantastisk,91,A1,
upptäcka,91,A1,
erkänna,91,A1,
helig,91,A1,
lön,90,A1,
historisk,90,A1,
rest,90,A1,
halv,90,A1,
andel,90,A1,
besök,90,A1,
teknisk,90,A1,
kasta,90,A1,"e.g. kasta sig, kasta bort"
hemsida,90,A1,
bedöma,90,A1,
torsdag,90,A1,
tillväxt,90,A1,
läsare,90,A1,
forskare,90,A1,
bidrag,89,A1,
onsdag,89,A1,
vilja,89,A1,
sol,89,A1,
inte minst,89,A1,
analys,89,A1,
ovan,89,A1,
lagstiftning,89,A1,
militär,89,A1,
toppa,89,A1,
sort,89,A1,
fördel,88,A1,
skydda,88,A1,
nyttja,88,A1,
utnyttja,88,A1,
teori,88,A1,
fransk,88,A1,
pågå,88,A1,
samling,88,A1,
flertal,88,A1,
snarare,88,A1,
försvara,88,A1,
modell,88,A1,
skön,88,A1,
vapen,88,A1,
således,87,A1,
förening,87,A1,
lyfta,87,A1,
eftermiddag,87,A1,
soldat,87,A1,
märka,87,A1,
gemenskap,87,A1,
ösa,87,A1,
fast,87,A1,
styrka,87,A1,
ersätta,87,A1,
kille,86,A1,
vård,86,A1,
fullt,86,A1,
ägna,86,A1,e.g. ägna sig åt
oavsett,86,A1,
poäng,86,A1,
satsa,86,A1,
moderat,86,A1,
rida,86,A1,
jo,86,A1,
tisdag,86,A1,
död,86,A1,
allmänt,85,A1,
avsluta,85,A1,
sova,85,A1,
inne,85,A1,
flicka,85,A1,
sedan,85,A1,
total,85,A1,
allvarlig,85,A1,
fram,85,A1,
ljus,84,A1,
sjukdom,84,A1,
unge,84,A1,
i form av,84,A1,
vikt,84,A1,
rik,84,A1,
region,84,A1,
samtal,84,A1,
negativ,84,A1,
mycket,84,A1,
i år,84,A1,
igång,83,A1,
vändning,83,A1,
antingen…eller,83,A1,
föda,83,A1,
åter,83,A1,
arbetare,83,A1,
skjuta,83,A1,e.g. skjuta upp
tradition,83,A1,
hämta,83,A1,e.g. hämta ut
församling,83,A1,
hav,83,A1,
energi,82,A1,
bred,82,A1,
vad gäller,82,A1,
fast,82,A1,
påpeka,82,A1,
bättra,82,A1,e.g. bättra sig
skaffa,82,A1,
utgå,82,A1,
samtlig,82,A1,
stärka,82,A1,
läkare,82,A1,
fattig,82,A1,
grepp,82,A1,
hej,81,A1,
utsätta,81,A1,e.g. utsätta sig för
spännande,81,A1,
fort,81,A1,
sikt,81,A1,
revolution,81,A1,
brev,81,A1,
personal,81,A1,
skada,81,A1,
illa,81,A1,
kämpa,81,A1,
alltför,81,A1,
tecken,81,A1,
siffra,81,A1,
tydligt,81,A1,
än,80,A1,
hårt,80,A1,
absolut,80,A1,
eka,80,A1,
engelsk,80,A1,
praktik,80,A1,
förmodligen,80,A1,
hoppa,80,A1,
morgon,80,A1,e.g. god morgon
tjej,79,A1,
konstig,79,A1,
union,79,A1,
avgöra,79,A1,
chef,79,A1,
vis,79,A1,e.g. på så vis/på sätt och vis
strid,79,A1,
sända,79,A1,
missa,79,A1,
bedriva,79,A1,
etcetera,78,A1,
anföra,78,A1,
varm,78,A1,
hit,78,A1,
berättelse,78,A1,
produktion,78,A1,
kapitel,78,A1,
hindra,78,A1,
konst,78,A1,
speciell,77,A1,
allvar,77,A1,e.g. på allvar
grön,77,A1,
vår,77,A1,e.g. i våras
meddela,77,A1,
omöjlig,77,A1,
tillämpa,77,A1,
skydd,77,A1,
hittills,77,A1,
sällan,77,A1,
position,77,A1,
behandling,77,A1,
skog,77,A1,
kritisera,76,A1,
förklaring,76,A1,
springa,76,A1,e.g. springa bort
oerhört,76,A1,
uppfatta,76,A1,
foto,76,A1,
islam,76,A1,
stänga,76,A1,e.g. stänga av
aning,76,A1,
försvar,76,A1,
meter,76,A1,
evolution,76,A1,
funktion,76,A1,
dotter,76,A1,
värdering,76,A1,
råda,76,A1,
ersättning,76,A1,
slippa,76,A1,
självklart,75,A1,
lämplig,75,A1,
ting,75,A1,
minne,75,A1,
strategi,75,A1,
dyka,75,A1,e.g. dyka upp
orka,75,A1,
kontrollera,75,A1,
planera,75,A1,
färg,75,A1,
lova,75,A1,
citera,74,A1,
finansiell,74,A1,
ständigt,74,A1,
spår,74,A1,
kall,74,A1,
vuxen,74,A1,
allians,74,A1,
faktor,74,A1,
kvalitet,74,A1,
upp,74,A1,
utländsk,74,A1,
svag,74,A1,
sköta,74,A1,
vägra,74,A1,
rike,74,A1,
framgå,73,A1,
judisk,73,A1,
studera,73,A1,
farlig,73,A1,
framgång,73,A1,
tolka,73,A1,
billig,73,A1,
iväg,73,A1,e.g. gå iväg
student,73,A1,
och så vidare,73,A1,
visserligen,73,A1,
vara,73,A1,
undantag,72,A1,
tillgänglig,72,A1,
enorm,72,A1,
behålla,72,A1,
dricka,72,A1,
aktion,72,A1,
bry sig,72,A1,e.g. bry sig om
relativt,72,A1,
tung,72,A1,
arbetsgivare,72,A1,
med hjälp av,72,A1,
tvärtom,72,A1,
notera,71,A1,
nation,71,A1,
sänka,71,A1,
ärende,71,A1,
givare,71,A1,
kull,71,A1,
nyligen,71,A1,
rättelse,71,A1,
delvis,71,A1,
medföra,71,A1,
ifrågasätta,71,A1,
för övrigt,71,A1,
län,71,A1,
gata,70,A1,
medveten,70,A1,
serie,70,A1,
rimlig,70,A1,
ty,70,A1,
invandrare,70,A1,
dörr,70,A1,
direktiv,70,A1,
stiga,70,A1,e.g. stiga upp
tiga,70,A1,
fot,70,A1,
vag,70,A1,
äntligen,70,A1,
vänster,70,A1,
ner,70,A1,
väcka,70,A1,
leta,70,A1,
häst,69,A1,
kategori,69,A1,
brittisk,69,A1,
följd,69,A1,
ed,69,A1,
fred,69,A1,
traditionell,69,A1,
användning,69,A1,
riskera,69,A1,
tappa,69,A1,
inkomst,69,A1,
kläder,69,A1,(plural)
spara,69,A1,
styrelse,69,A1,
intervju,69,A1,
starkt,69,A1,
slutligen,68,A1,
bit,68,A1,
muslimsk,68,A1,
vetenskaplig,68,A1,
överens,68,A1,
framtida,68,A1,
bevis,68,A1,
fast,68,A1,
sexuell,67,A1,
exakt,67,A1,
arbetsmarknad,67,A1,e.g. arbetsmarknaden
underbar,67,A1,
post,67,A1,
extra,67,A1,
offer,67,A1,
sektor,67,A1,
vinst,67,A1,
inflytande,67,A1,
budskap,67,A1,
klicka,67,A1,
tips,66,A1,
världskrig,66,A1,
med tanke på,66,A1,
självklar,66,A1,
båt,66,A1,
regional,66,A1,
framåt,66,A1,
karaktär,66,A1,
