Word,Frequency,CEFR Level,Examples
trilla,8,B2,
valfri,8,B2,
hyresrätt,8,B2,
härom,8,B2,
låga,8,B2,
vital,8,B2,
damm,8,B2,
giftig,8,B2,
pizza,8,B2,
shopping,8,B2,
brygga,8,B2,
kyckling,8,B2,
löv,8,B2,
specialist,8,B2,
handlägga,8,B2,
hyckleri,8,B2,
kännetecken,8,B2,
överklass,8,B2,
arbetssätt,8,B2,
hora,8,B2,(stötande)
nobelpris,8,B2,
enkelhet,8,B2,
förpliktelse,8,B2,
larm,8,B2,
lättnad,8,B2,
predikan,8,B2,
ammunition,8,B2,
begär,8,B2,
entydig,8,B2,
missförstå,8,B2,
översvämning,8,B2,
korrigera,8,B2,
försätta,8,B2,
frånvarande,8,B2,
inblick,8,B2,e.g. inblick i
ved,8,B2,
mjukvara,8,B2,
motpart,8,B2,
riksdagsparti,8,B2,
storskalig,8,B2,
överflöd,8,B2,
gröda,7,B2,
jacka,7,B2,
mottagande,7,B2,
spårvagn,7,B2,
återhämta,7,B2,e.g. återhämta sig
donera,7,B2,
sjukpenning,7,B2,
bevarande,7,B2,
bokhylla,7,B2,
insida,7,B2,
överraska,7,B2,
blöt,7,B2,
relatera,7,B2,
underrättelsetjänst,7,B2,
dynamik,7,B2,
anmälning,7,B2,
farhåga,7,B2,
rovdjur,7,B2,
tillsynsmyndighet,7,B2,
administrera,7,B2,
alltihop,7,B2,
dramatiskt,7,B2,
korkad,7,B2,
marsch,7,B2,
smäll,7,B2,
less,7,B2,(vardagligt)
följande,7,B2,
expedition,7,B2,
heltäckande,7,B2,
konvertera,7,B2,
i behov av,7,B2,
katastrofal,7,B2,
näringsidkare,7,B2,
otur,7,B2,
flygning,7,B2,
hierarki,7,B2,
magasin,7,B2,
plast,7,B2,
stadig,7,B2,
blek,7,B2,
förbjuden,7,B2,
förnybar,7,B2,
kyrkogård,7,B2,
ovilja,7,B2,
anarkist,7,B2,
kartläggning,7,B2,
krympa,7,B2,
skål,7,B2,
underskatta,7,B2,
skifta,7,B2,
spänn,7,B2,(vardagligt)
auktion,7,B2,
halka,7,B2,
kista,7,B2,
sex,7,B2,
vätska,7,B2,
fascistisk,7,B2,
hiss,7,B2,
tå,7,B2,
bestraffning,7,B2,
bokstavligen,7,B2,
empirisk,7,B2,
felaktigt,7,B2,
konfrontera,7,B2,
materia,7,B2,
medborgerlig,7,B2,
anmärkning,7,B2,
nej,7,B2,
skida,7,B2,
förgäves,7,B2,
hiv,7,B2,e.g. obotligt sjuk i hiv
kabel,7,B2,
projektledare,7,B2,
strikt,7,B2,
damm,7,B2,
klinik,7,B2,
råtta,7,B2,
strömning,7,B2,
kandidera,7,B2,
revolutionär,7,B2,
ritning,7,B2,
utmed,7,B2,
visdom,7,B2,
lagändring,7,B2,
så länge,7,B2,e.g. så länge som jag är frisk
kulturarv,7,B2,
nordlig,7,B2,
plantera,7,B2,
chaufför,7,B2,
inuti,7,B2,
budgetproposition,7,B2,
ceremoni,7,B2,
uran,7,B2,
aktualisera,7,B2,
barnfamilj,7,B2,
population,7,B2,
undanröja,7,B2,
utväg,7,B2,
entreprenörskap,7,B2,
godtagbar,7,B2,
mardröm,7,B2,
storebror,7,B2,
isolera,7,B2,
kalas,7,B2,
kopiering,7,B2,
paroll,7,B2,
shoppa,7,B2,
språkbruk,7,B2,
diabetes,7,B2,
fortlöpande,7,B2,
klädsel,7,B2,
svagt,7,B2,
ämbete,7,B2,
historik,7,B2,
intyg,7,B2,
konversation,7,B2,
växel,7,B2,
byråkratisk,7,B2,
etablering,7,B2,
förnuftig,7,B2,
hedra,7,B2,
omedveten,7,B2,
stundtals,7,B2,
tjata,7,B2,
tjeckisk,7,B2,
åtanke,7,B2,e.g. i åtanke
assistent,7,B2,
läskig,7,B2,
nationalekonomi,7,B2,
återfå,7,B2,
övernaturlig,7,B2,
elektricitet,7,B2,
grovt,7,B2,
javisst,7,B2,
anordning,7,B2,
fluga,7,B2,
förråd,7,B2,
spänna,7,B2,
marschera,7,B2,
päls,7,B2,
till vara,7,B2,
slant,7,B2,
upprättande,7,B2,
överdriva,7,B2,
central,7,B2,
erövring,7,B2,
justering,7,B2,
nedanstående,7,B2,
propagera,7,B2,
talesman,7,B2,
uppträdande,7,B2,
tandläkare,7,B2,
utförande,7,B2,
utgivare,7,B2,
explosion,7,B2,
fraktion,7,B2,
renovera,7,B2,
snyggt,7,B2,
beröva,7,B2,
japan,7,B2,
omvandling,7,B2,
tillåtelse,7,B2,
vidrig,7,B2,
förmögen,7,B2,
nedanför,7,B2,
oförmögen,7,B2,
slösa,7,B2,
arbetsmarknadspolitik,7,B2,
inkomstskatt,7,B2,
skämta,7,B2,
underrätta,7,B2,
världslig,7,B2,
cigarett,7,B2,
hälsosam,7,B2,
skalle,7,B2,
domslut,7,B2,
dyrka,7,B2,
utmärkelse,7,B2,
katalog,7,B2,
foster,7,C1,
tillfällighet,7,C1,
enastående,7,C1,
rökning,7,C1,
trots,7,C1,
motgång,7,C1,
människosyn,7,C1,
omvända,7,C1,
sammanbrott,7,C1,
auktoritär,7,C1,
bebis,7,C1,
fat,7,C1,
hunger,7,C1,
metafor,7,C1,
understödja,7,C1,
anamma,7,C1,
arrestera,7,C1,
barriär,7,C1,
best,7,C1,
fästning,7,C1,
immateriell,7,C1,
vansinne,7,C1,
hopplös,7,C1,
införliva,7,C1,
tacksamhet,7,C1,
återkalla,7,C1,
extremist,7,C1,
civilbefolkning,7,C1,
förtvivlan,7,C1,
löntagare,7,C1,
åratal,7,C1,e.g. i åratal
överträffa,7,C1,
greve,7,C1,
internt,7,C1,
soppa,7,C1,
tvivelaktig,7,C1,
ändamålsenlig,7,C1,
fjäll,7,C1,
knäcka,7,C1,
likgiltig,7,C1,
nationalist,7,C1,
offensiv,7,C1,
socialbidrag,7,C1,
befästa,7,C1,
väninna,7,C1,
bevisligen,7,C1,
fräsch,7,C1,e.g. fräscha upp
ivrig,7,C1,
mus,7,C1,
tillkännagivande,7,C1,
lojal,7,C1,
småföretag,7,C1,
terapi,7,C1,
undanta,7,C1,
frekvens,7,C1,
givande,7,C1,
i ljuset av,7,C1,
komisk,7,C1,
kostnadsfri,7,C1,
uniform,7,C1,
utfrågning,7,C1,
godhet,7,C1,
tysta,7,C1,
bombning,7,C1,
engelskspråkig,7,C1,
beslag,7,C1,
vapenvila,7,C1,
buller,7,C1,
intervention,7,C1,
lagring,7,C1,
lagom,7,C1,
doktrin,7,C1,
klick,7,C1,
stämpla,7,C1,
uppfostran,7,C1,
bilateral,7,C1,
bostadsrätt,7,C1,
iakttagelse,7,C1,
på sistone,7,C1,
påskynda,7,C1,
avbrott,7,C1,
bestånd,7,C1,
hantverkare,7,C1,
sjukskrivning,7,C1,
besittning,7,C1,
fasa,7,C1,
konfrontation,7,C1,
trådlös,7,C1,
biverkning,7,C1,
dragning,7,C1,
logiskt,7,C1,
österut,7,C1,
deckare,7,C1,
dåtid,7,C1,e.g. dåtidens seder
cynisk,7,C1,
poetisk,7,C1,
kostsam,7,C1,
misslyckad,7,C1,
prioritet,7,C1,
frestelse,7,C1,
trösta,7,C1,
uppriktigt,7,C1,
världsekonomi,7,C1,
fängelsestraff,7,C1,
invigning,7,C1,
revisor,7,C1,
samisk,7,C1,
så snart som,7,C1,
medgivande,7,C1,
tvätt,7,C1,
adekvat,7,C1,
brottas,7,C1,
hantverk,7,C1,
minus,7,C1,
latinsk,7,C1,
stabilisera,7,C1,
huvudroll,7,C1,
hög,7,C1,
knepig,7,C1,
överblick,7,C1,
räckvidd,7,C1,
utifrån,7,C1,
västlig,7,C1,
skicklighet,7,C1,
akademiker,7,C1,
författarskap,7,C1,
association,7,C1,
exil,7,C1,e.g. i exil
förbehåll,7,C1,
hämma,7,C1,
nominera,7,C1,
viska,7,C1,
koalition,7,C1,
spektakulär,7,C1,
teoretiskt,7,C1,
handfull,7,C1,
ugn,7,C1,
betoning,7,C1,
brevlåda,7,C1,
förfoga,7,C1,
heja,7,C1,
ironisk,7,C1,
skrivare,7,C1,
valdeltagande,7,C1,
brytning,7,C1,
flyktingpolitik,7,C1,
porr,7,C1,
flöda,7,C1,
revolt,7,C1,
snällt,7,C1,
vika,7,C1,
ekosystem,7,C1,
heterosexuell,7,C1,
kolumn,7,C1,
lyssnare,7,C1,
möjligt,7,C1,
utebli,7,C1,
salong,7,C1,
sjöfart,7,C1,
tapet,7,C1,
bråttom,7,C1,
kraftverk,7,C1,
spotta,7,C1,
attrahera,7,C1,
måste,7,C1,
ovannämnd,7,C1,
tänkare,7,C1,
censurera,7,C1,
lagtext,7,C1,
lindra,7,C1,
vilse,7,C1,
löst,7,C1,
sankt,7,C1,
överflödig,7,C1,
omnämna,7,C1,
pund,7,C1,
slöseri,7,C1,
drink,7,C1,
förväntan,7,C1,
lunga,7,C1,
vårdcentral,7,C1,
ödmjukhet,7,C1,
överdrift,7,C1,
frigörelse,7,C1,
monetär,7,C1,
tobak,7,C1,
tråkigt,7,C1,
femma,7,C1,
livslängd,7,C1,
sval,7,C1,
telefonnummer,7,C1,
analytiker,7,C1,
avspegla,7,C1,
psykiatrisk,7,C1,
rebell,7,C1,
kval,7,C1,
läroplan,7,C1,
psalm,7,C1,
sårbar,7,C1,
kår,7,C1,
luthersk,7,C1,
stel,7,C1,
tydliggöra,7,C1,
barnslig,7,C1,
betraktelse,7,C1,
fortgå,7,C1,
optimistisk,7,C1,
tillfredsställelse,7,C1,
välmående,7,C1,
applicera,7,C1,
förkortning,7,C1,
jämställa,7,C1,
runt omkring,7,C1,
välsigna,7,C1,
blomma,7,C1,
hona,7,C1,
prick,7,C1,
humanistisk,7,C1,
intressent,7,C1,
parameter,7,C1,
sopa,7,C1,
streck,7,C1,
dotterbolag,7,C1,
irakier,7,C1,
istid,7,C1,
till slut,7,C1,
färja,7,C1,
förståelig,7,C1,
prenumerera,7,C1,
bisarr,7,C1,
förfalla,7,C1,
lås,7,C1,
principiellt,7,C1,
samförstånd,7,C1,
exotisk,7,C1,
informationssamhälle,7,C1,
lukt,7,C1,
skrapa,7,C1,
uppgradera,7,C1,
anteckna,6,C1,
box,6,C1,
korsning,6,C1,
legitimera,6,C1,
förfärlig,6,C1,
förvånansvärt,6,C1,
kretsa,6,C1,
alster,6,C1,
energikälla,6,C1,
livsfarlig,6,C1,
livskvalitet,6,C1,
måttlig,6,C1,
tryggt,6,C1,
förtal,6,C1,
förutsägbar,6,C1,
intensifiera,6,C1,
naturresurs,6,C1,
otänkbar,6,C1,
varsel,6,C1,
betong,6,C1,
nybörjare,6,C1,
ruin,6,C1,
sortiment,6,C1,
anseende,6,C1,
förbannelse,6,C1,
jubla,6,C1,
lejon,6,C1,
session,6,C1,
effektivisera,6,C1,
hotfull,6,C1,
miljöpolitik,6,C1,
storföretag,6,C1,
suveränitet,6,C1,
utanför,6,C1,
statsbidrag,6,C1,
storslagen,6,C1,
firande,6,C1,
hyllning,6,C1,
oljepris,6,C1,
biologi,6,C1,
rimligtvis,6,C1,
arbetarparti,6,C1,
beskåda,6,C1,
briljant,6,C1,
lott,6,C1,
girighet,6,C1,
härröra,6,C1,
på sätt och vis,6,C1,
kanadensisk,6,C1,
protestantisk,6,C1,
läktare,6,C1,
marxist,6,C1,
peta,6,C1,
sakkunnig,6,C1,
svängning,6,C1,
tanka,6,C1,
midnatt,6,C1,
bostadsmarknad,6,C1,
klappa,6,C1,
media,6,C1,(plural)
när som helst,6,C1,
pil,6,C1,
rättsstat,6,C1,
röra,6,C1,
blygsam,6,C1,
exponering,6,C1,
närområde,6,C1,
otrogen,6,C1,
varva,6,C1,
bunt,6,C1,
fostra,6,C1,
funktionell,6,C1,
klinisk,6,C1,
värdegrund,6,C1,
destination,6,C1,
taktisk,6,C1,
österrikisk,6,C1,
förakta,6,C1,
invandringspolitik,6,C1,
utbrista,6,C1,
utövare,6,C1,
förlossning,6,C1,
återgång,6,C1,
diet,6,C1,
filter,6,C1,
gratis,6,C1,
legendarisk,6,C1,
plagg,6,C1,
beståndsdel,6,C1,
brottslig,6,C1,
årstid,6,C1,
underlåta,6,C1,
affärsman,6,C1,
högkonjunktur,6,C1,
lur,6,C1,
nu,6,C1,
opinionsbildning,6,C1,
premiss,6,C1,
franska,6,C1,
pistol,6,C1,
pyssla,6,C1,
urholka,6,C1,
galning,6,C1,
hugg,6,C1,
preferens,6,C1,
uppslag,6,C1,
cyklist,6,C1,
näve,6,C1,
omstrukturering,6,C1,
restriktiv,6,C1,
skina,6,C1,
skulptur,6,C1,
envisas,6,C1,
pedagogik,6,C1,
postning,6,C1,
trygga,6,C1,
uppmärksam,6,C1,
fuktig,6,C1,
fundament,6,C1,
reformation,6,C1,
famn,6,C1,
genomgripande,6,C1,
skägg,6,C1,
expansiv,6,C1,
matlagning,6,C1,
rytm,6,C1,
folkmassa,6,C1,
ohållbar,6,C1,
revision,6,C1,
såra,6,C1,
affisch,6,C1,
associera,6,C1,
kalkyl,6,C1,
konstgjord,6,C1,
polack,6,C1,
renovering,6,C1,
teolog,6,C1,
väster om,6,C1,
migration,6,C1,
blond,6,C1,
dygd,6,C1,
förorening,6,C1,
svenskspråkig,6,C1,
befattning,6,C1,
föredöme,6,C1,
genetiskt,6,C1,
sucka,6,C1,
kroppslig,6,C1,
pool,6,C1,
sionism,6,C1,
uttag,6,C1,
begynnelse,6,C1,
likartad,6,C1,
slakt,6,C1,
naturvetenskap,6,C1,
premie,6,C1,
snus,6,C1,
tillgå,6,C1,
vadå,6,C1,
valresultat,6,C1,
västerut,6,C1,
avlyssna,6,C1,
bärbar,6,C1,
förkylning,6,C1,
piano,6,C1,
plåga,6,C1,
signalera,6,C1,
snubbe,6,C1,
Stockholm,,A1,
Europa,,A1,
andra,,A1,
arton,,A1,
bakre,,A1,
brunch,,A1,
decimeter,,A1,
elva,,A1,
ett,,A1,
fem,,A1,
femte,,A1,
femtio,,A1,
femton,,A1,
fjorton,,A1,
fjärde,,A1,
främre,,A1,
fyra,,A1,
fyrtio,,A1,
första,,A1,
Grekland,,A1,
Göteborg,,A1,
hekto,,A1,
hela,,A1,
hundra,,A1,
hundratusen,,A1,
hörsel,,A1,
inrikesminister,,A1,
inrikespolitik,,A1,
Italien,,A1,
Kina,,A1,
kvällsmål,,A1,
känsel,,A1,
mellanmål,,A1,
miljard,,A1,
miljon,,A1,
milligram,,A1,
millimeter,,A1,
morbror,,A1,
månadsskifte,,A1,
nia,,A1,
nio,,A1,
nionde,,A1,
nittio,,A1,
nitton,,A1,
nordost,,A1,
Norge,,A1,
pingst,,A1,
Polen,,A1,
Ryssland,,A1,
sex,,A1,
sexa,,A1,
sextio,,A1,
sexton,,A1,
sju,,A1,
sjua,,A1,
sjunde,,A1,
sjuttio,,A1,
sjutton,,A1,
sjätte,,A1,
storasyster,,A1,
Storbritannien,,A1,
syd,,A1,
sydväst,,A1,
sydöst,,A1,
syssling,,A1,
tia,,A1,
tio,,A1,
tionde,,A1,
tiotusen,,A1,
tjugo,,A1,
tolv,,A1,
tre,,A1,
tredje,,A1,
trettio,,A1,
tretton,,A1,
tusen,,A1,
två,,A1,
utbildningsminister,,A1,
veckodag,,A1,
åtta,,A1,
åtta,,A1,
åttio,,A1,
åttonde,,A1,
änkeman,,A1,
änkling,,A1,
ögonlock,,A1,
analog,5649,A1,
särskild,177,A1,
liknande,141,A1,
känd,141,A1,
nuvarande,126,A1,
intresserad,93,A1,
grundläggande,91,A1,
kommande,79,A1,
omfattande,77,A1,
begränsad,70,A1,
nöjd,69,A1,
England,67,A1,
motsvarande,66,A1,
levande,64,A1,
betydande,55,A2,
övertygad,49,A2,
utsatt,48,A2,
berörd,47,A2,
närma,43,A2,
bestämd,43,A2,
oberoende,41,A2,
etablerad,36,A2,
växande,34,A2,
anställd,33,A2,
komplicerad,32,A2,
avsedd,32,A2,
planerad,32,A2,
organiserad,31,A2,
pågående,30,A2,
förvånad,30,A2,
skild,30,A2,
avancerad,29,A2,
övergripande,29,A2,
godkänd,29,A2,
online,27,A2,
bestående,27,A2,
närvarande,27,A2,
lyckad,27,A2,
motsatt,26,A2,
förhålla,26,A2,
misstänkt,26,A2,
skrämmande,24,A2,
troende,23,B1,
sistnämnd,23,B1,
motsätta,22,B1,
skadad,22,B1,
oj,22,B1,
lysande,21,B1,
blandad,21,B1,
välkänd,21,B1,
utvald,20,B1,
allierad,20,B1,
anpassad,20,B1,
dominerande,19,B1,
förbannad,19,B1,
kvalificerad,19,B1,
rådande,19,B1,
dold,19,B1,
forn,18,B1,
detaljerad,18,B1,
återkommande,17,B1,
noll,17,B1,
upptagen,17,B1,
delad,17,B1,
imponerande,17,B1,
inlagd,17,B1,
löpande,17,B1,
avslutad,17,B1,
blivande,16,B1,
förvirrad,16,B1,
stigande,16,B1,
finans,15,B1,
bunden,15,B1,
isolerad,15,B1,
fristående,15,B1,
stängd,15,B1,
överdriven,15,B1,
malm,15,B1,
lord,15,B1,
berättigad,14,B1,
tillhörande,14,B1,
inledande,14,B1,
urban,14,B1,
mätt,14,B1,
förfluten,14,B1,
strålande,13,B1,
bindande,13,B1,
party,13,B1,
sms,13,B1,
nord,12,B1,
glädjande,12,B1,
underhållande,12,B1,
regelbunden,12,B1,
journal,12,B1,
tillfredsställande,12,B1,
satan,12,B2,
anka,12,B2,
cup,12,B2,
omvänd,12,B2,
flytande,11,B2,
framträdande,11,B2,
baby,11,B2,
palm,11,B2,
utbredd,11,B2,
sammanlagd,11,B2,
cd,11,B2,
knut,11,B2,
erfaren,11,B2,
bosätta,10,B2,
beväpnad,10,B2,
dvd,10,B2,
inbyggd,10,B2,
avliden,9,B2,
åta,9,B2,
forntid,9,B2,
brant,9,B2,
återstående,9,B2,
balanserad,9,B2,
övertygande,9,B2,
konvent,9,B2,
genomgående,9,B2,
funktionshindrad,9,B2,
elegant,9,B2,
överväldigande,9,B2,
federation,9,B2,
horn,8,B2,
opassande,8,B2,
begåvad,8,B2,
anklagad,8,B2,
revidera,8,B2,
lovande,8,B2,
sammanhängande,8,B2,
sjöman,8,B2,
bekymrad,8,B2,
sammansatt,8,B2,
prostituerad,8,B2,
återupprätta,8,B2,
pop,8,B2,
observatör,8,B2,
adressat,8,B2,
välsignad,8,B2,
prisa,8,B2,
mina,8,B2,
ände,8,B2,
färga,8,B2,
drivande,8,B2,
matcha,8,B2,
adoptera,7,B2,
krävande,7,B2,
täckt,7,B2,
verifiera,7,B2,
övergiven,7,B2,
tillfredsställa,7,B2,
uppfostra,7,B2,
förbruka,7,B2,
fördelaktig,7,B2,
beskylla,7,B2,
obegränsad,7,B2,
oönskad,7,B2,
reparera,7,B2,
underordnad,7,B2,
spädbarn,7,B2,
bredband,7,B2,
kemi,7,B2,
muta,7,C1,
involvera,7,C1,
jämnt,7,C1,
flitig,7,C1,
härleda,7,C1,
byråkrat,7,C1,
lagstiftande,7,C1,
civiliserad,7,C1,
blixt,7,C1,
utbyta,7,C1,
svin,7,C1,
sponsra,7,C1,
slakta,7,C1,
uppröra,7,C1,
pub,7,C1,
fascist,7,C1,
summera,7,C1,
underminera,7,C1,
guvernör,7,C1,
fullborda,7,C1,
kvantitet,7,C1,
berömma,7,C1,
bestraffa,7,C1,
spik,7,C1,
närvara,7,C1,
sola,7,C1,
geografi,7,C1,
meditation,7,C1,
lamm,7,C1,
berika,7,C1,
underkasta,7,C1,
duscha,7,C1,
morot,7,C1,
förenkling,7,C1,
tolerera,7,C1,
formel,7,C1,
häpnadsväckande,7,C1,
urskilja,7,C1,
förordna,7,C1,
droppa,7,C1,
tugga,7,C1,
donation,7,C1,
laddad,7,C1,
monument,7,C1,
ikon,7,C1,
insekt,7,C1,
försening,7,C1,
ansluten,7,C1,
romantik,7,C1,
jazz,7,C1,
ritual,7,C1,
segel,7,C1,
mäklare,7,C1,
reservera,7,C1,
bur,6,C1,
snöa,6,C1,
implementera,6,C1,
bäck,6,C1,
tillbehör,6,C1,
nyans,6,C1,
uppbära,6,C1,
arkeologisk,6,C1,
okunnighet,6,C1,
landshövding,6,C1,
separera,6,C1,
kidnappa,6,C1,
framlägga,6,C1,
förorsaka,6,C1,
häck,6,C1,
hemvist,6,C1,
andetag,6,C1,
berusad,6,C1,
tortera,6,C1,
sympatisk,6,C1,
översikt,6,C1,
amatör,6,C1,
befalla,6,C1,
handledare,6,C1,
vålla,6,C1,
regent,6,C1,
förutsäga,6,C1,
begrunda,6,C1,
tennis,6,C1,
manifestera,6,C1,
aids,6,C1,
bekanta,6,C1,e.g. bekanta sig
angå,6,C1,
procedur,6,C1,
äventyra,6,C1,
rep,6,C1,
sväva,6,C1,
impuls,6,C1,
parkering,6,C1,
episod,6,C1,
kock,6,C1,
insistera,6,C1,
grafik,6,C1,
munk,6,C1,
skörd,6,C1,
dräkt,6,C1,
galenskap,6,C1,
exploatera,6,C1,
förväxla,6,C1,
tomat,6,C1,
ocean,6,C1,
ättling,6,C1,
helgon,6,C1,
utstå,6,C1,
bädda,6,C1,
grilla,6,C1,
italienare,6,C1,
slappna,6,C1,e.g. slappna av
medalj,6,C1,
elefant,6,C1,
patetisk,6,C1,
batteri,6,C1,
tippa,6,C1,
ambulans,6,C1,
bearbetning,6,C1,
huvudkontor,6,C1,
precisera,6,C1,
mix,6,C1,
vy,6,C1,
diplomat,6,C1,
maffia,6,C1,
snickare,6,C1,
kontinuitet,6,C1,
marginell,6,C1,
ojämn,6,C1,
skoja,6,C1,
tangentbord,6,C1,
säck,6,C1,
körning,6,C1,
lera,6,C1,
framhäva,6,C1,
laboratorium,6,C1,
strypa,6,C1,
diamant,6,C1,
kulle,6,C1,
eftergift,6,C1,
major,6,C1,
veterinär,6,C1,
utopi,6,C1,
författa,6,C1,
gräsmatta,6,C1,
bifoga,6,C1,
parkera,6,C1,
fastland,6,C1,
mentalitet,6,C1,
slagfält,6,C1,
stimulans,6,C1,
proffs,6,C1,
ekvation,6,C1,
repris,6,C1,
rådgivande,6,C1,
vinnande,6,C1,
diskret,6,C1,
befallning,6,C1,
pipa,6,C1,
kjol,6,C1,
bubbla,6,C1,
mirakel,6,C1,
hednisk,6,C1,
lök,6,C1,
infektion,6,C1,
integrering,6,C1,
uträtta,6,C1,
älskling,6,C1,
pedagog,6,C1,
kvalitativ,6,C1,
motorcykel,6,C1,
styrelseledamot,6,C1,
tvärt,6,C1,
domän,6,C1,
subjekt,6,C1,
fana,6,C1,
fax,6,C1,
belasta,6,C1,
föreläsare,6,C1,
lagstiftare,6,C1,
högkvarter,6,C1,
fascinera,6,C1,
fånig,6,C1,
administratör,6,C1,
förälskad,6,C1,
gagna,6,C1,
modifiera,6,C1,
realisera,6,C1,
samlag,6,C1,
skymta,6,C1,
utbredning,6,C1,
utkant,6,C1,
envis,6,C1,
syndare,6,C1,
paradox,6,C1,
bräda,6,C1,
ordbok,6,C1,
översättare,6,C1,
avkomma,6,C1,
avlägga,6,C1,
utnämning,6,C1,
riddare,6,C1,
handikapp,6,C1,
myra,6,C1,
hop,6,C1,
föreläsa,6,C1,
besläktad,6,C1,
halvö,6,C1,
sammanslagning,6,C1,
yngling,6,C1,
klassificera,6,C1,
spruta,6,C1,
spärra,6,C1,
biograf,6,C1,
klan,6,C1,
löpning,6,C1,
profit,6,C1,
hållbarhet,6,C1,
foder,6,C1,
framsida,6,C1,
solidarisk,6,C1,
tallrik,6,C1,
nominering,6,C1,
handbok,6,C1,
debut,6,C1,
försiktighet,6,C1,
groda,6,C1,
hobby,6,C1,
bidragande,6,C1,
blomstra,6,C1,
välbefinnande,6,C1,
deg,6,C1,
demo,6,C1,
fiskare,6,C1,
ryggsäck,6,C1,
behaga,6,C1,
ekumenisk,6,C1,
partikel,6,C1,
svettig,6,C1,
tårta,6,C1,
utsida,6,C1,
drunkna,6,C1,
kognitiv,6,C1,
prägel,6,C1,
klang,6,C1,
pc,6,C1,
faktura,6,C1,
oroväckande,6,C1,
broschyr,6,C1,
mästerskap,6,C1,
terror,6,C1,
duk,6,C1,
expertis,6,C1,
jungfru,6,C1,
utgivning,6,C1,
avundsjuka,6,C1,
multinationell,6,C1,
vett,6,C1,
insättning,6,C1,
statisk,6,C1,
stavning,6,C1,
steka,6,C1,
bedra,6,C1,
förvandling,6,C1,
snäv,6,C1,
läka,6,C1,
nagel,6,C1,
utdragen,6,C1,
överordnad,6,C1,
tillbe,6,C1,
avsändare,6,C1,
beklaglig,6,C1,
sköld,6,C1,
syre,6,C1,
bubbla,6,C1,
kväva,6,C1,
motstå,6,C1,
väktare,6,C1,
express,6,C1,
häxa,6,C1,
irritera,6,C1,
lärobok,6,C1,
nerv,6,C1,
pendla,6,C1,
trakassera,6,C1,
förvaring,6,C1,
oskuld,6,C1,
sydlig,6,C1,
gudinna,6,C1,
sponsor,6,C1,
bekantskap,6,C1,
skoj,6,C1,
filial,6,C1,
kvalifikation,6,C1,
ratificera,6,C1,
spis,6,C1,
strumpa,6,C1,
hetta,6,C1,
kyssa,6,C1,
sekundär,6,C1,
utmanande,6,C1,
avbilda,6,C1,
segling,6,C1,
drastisk,6,C1,
korg,6,C1,
avsiktligt,6,C1,
tystna,6,C1,
underjordisk,6,C1,
entusiastisk,6,C1,
talarstol,6,C1,
omöjlighet,6,C1,
kriga,6,C1,
kylskåp,6,C1,
skoj,6,C1,
omkomma,6,C1,
territoriell,6,C1,
provisorisk,6,C1,
tablett,6,C1,
galax,6,C1,
sallad,6,C1,
berömd,6,C1,
hjälm,6,C1,
teknologisk,6,C1,
försumma,6,C1,
föråldrad,6,C1,
komplexitet,6,C1,
kronisk,6,C1,
geni,6,C1,
kvadratmeter,6,C1,
tillfoga,6,C1,
upprepning,6,C1,
cirkulera,6,C1,
kvantitativ,6,C1,
kvot,6,C1,
hallå,5,C1,
tröskel,5,C1,
syndrom,5,C1,
tvilling,5,C1,
modernisera,5,C1,
stämpel,5,C1,
autonomi,5,C1,
mjöl,5,C1,
vägledande,5,C1,
slagsmål,5,C1,
semifinal,5,C1,
diktera,5,C1,
lärorik,5,C1,
samarbetspartner,5,C1,
envar,5,C1,
bokhandel,5,C1,
dunkel,5,C1,
reparation,5,C1,
docka,5,C1,
obehag,5,C1,
originell,5,C1,
galleri,5,C1,
ökänd,5,C1,
mottagning,5,C1,
intensitet,5,C1,
modernisering,5,C1,
visuell,5,C1,
kommentator,5,C1,
beskydd,5,C1,
döv,5,C1,
knäppa,5,C1,
grundlig,5,C1,
husdjur,5,C1,
halvvägs,5,C1,
tomhet,5,C1,
ansats,5,C1,
iskall,5,C1,
ofattbar,5,C1,
tiger,5,C1,
applikation,5,C1,
självstyre,5,C1,
mästerverk,5,C1,
svett,5,C1,
studsa,5,C1,
optimism,5,C1,
uppgradering,5,C1,
befordra,5,C1,
intyga,5,C1,
vinka,5,C1,
motsägelse,5,C1,
martyr,5,C1,
satellit,5,C1,
uppriktig,5,C1,
bedrift,5,C1,
förvaltare,5,C1,
biträdande,5,C1,
segrare,5,C1,
dumpa,5,C1,
övervikt,5,C1,
kollapsa,5,C1,
städning,5,C1,
borra,5,C1,
nyfödd,5,C1,
smink,5,C1,
parentes,5,C1,
infödd,5,C1,
irritation,5,C1,
rutten,5,C1,
fakultet,5,C1,
skiss,5,C1,
rand,5,C1,
festa,5,C1,
frekvent,5,C1,
prestanda,5,C1,
djärv,5,C1,
omtyckt,5,C1,
skrik,5,C1,
förtvivlad,5,C1,
uttrycklig,5,C1,
signera,5,C1,
experimentera,5,C1,
födsel,5,C1,
ombyggnad,5,C1,
avgrund,5,C1,
kapell,5,C1,
planta,5,C1,
våt,5,C1,
fångenskap,5,C1,
korrekthet,5,C1,
variabel,5,C1,
formulär,5,C1,
gap,5,C1,
manifest,5,C1,
handlare,5,C1,
mobilisering,5,C1,
återförsäljare,5,C1,
fördjupning,5,C1,
räv,5,C1,
anvisa,5,C1,
